NO,E KODU,ADI,SINIFI,FONKSİYONU,SAĞLIĞA ETKİSİ,DİKKAT
11,E122,"Azorubin, Karmosin",Renklendirici,"Kırmızı renklendirici, azo boyası","Çekumda genişleme, adrehiperplazi, kortikal bölgede fokal lezyon, hemoglobinde azalma, alerji, kanser görülebilir. Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
12,E123,Amarant,Renklendirici,"Kırmızı renklendirici, azo boyası","Çekumda genişleme, pelvik kalsifikasyon hiperplazi, alerji, kanser, doğumsal defekt, sterilite görülebilir. Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
13,E124,"Ponzo 4R, Koşineal Red A",Renklendirici,r,"Glomerulonefrozis, demir depolama artışı, köpüksü retikulosit hücreler, astım, deri döküntüleri, hiperaktivite, alerji görülebilir. Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
14,E127,Eritrosin,Renklendirici,"Kırmızı renklendirici, sentetik","Köpüksü retikulosit hücreler, tiroidde foliküler hücre hiperplazisi, T4-T3 değişimi engellenmesi, T4'te artma T3'te azalma, astım, deri döküntüleri, hiperaktivite, alerji, ışığa karşı duyarlılık görülebilir. Farelerde yapılan çalışmada tiroid kanserine neden olduğu saptanmıştır; Avustralya, Amerika ve Norveç'te yasaklandı. Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
15,E128,Kırmızı 2G,Renklendirici,"Kırmızı renklendirici, sentetik","Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
16,E129,Allura Red AC,Renklendirici,"Kırmızı renklendirici, azo boyası","Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
17,E131,Patent Blue V,Renklendirici,"Mavi renklendirici, sentetik","Astım, deri döküntüleri, hiperaktivite. Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
18,E132,"İndigotin, İndigo karmin",Renklendirici,"Mavi renklendirici, sentetik","Astım, deri döküntüleri, alerji. Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
19,E133,Brilliant Blue FCF,Renklendirici,"Mavi renklendirici, sentetik","Laboratuvar ortamında sinir hücresi diferansiasyonunu inhibe ettikleri görülmüştür. Farelerde beyin tümörüne sebep olmuştur. Çocukların tüketmesi tavsiye edilmez. Belçika, Fransa, Almanya, İsviçre, İsveç, Avusturya, Norveç'te yasaklandı. Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
20,E140,Klorofiller ve klorofilinler,Renklendirici,"Yeşil renklendirici, doğal","Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
21,E141,Klorofillerin ve klorofilinlerin bakır kompleksleri,Renklendirici,"Yeşil renklendirici, sentetik","Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
22,E142,Green S,Renklendirici,"Yeşil renklendirici, sentetik","Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
23,E 150a,Sade karamel,Renklendirici,Kahverengi renklendirici,"Bazı tipleri gen bozukluğuna neden olabilir. Vitamin B6 düzeyini düşürebilir. Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
24,E 150b,Kostik sülfit karamel,Renklendirici,Kahverengi renklendirici,"Bazı tipleri gen bozukluğuna neden olabilir. Vitamin B6 düzeyini düşürebilir. Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",Alerjen gıda
25,E 150c,Amonyak karamel,Renklendirici,Kahverengi renklendirici,"Lenfosit sayısında düşme görülebilir. Bazı tipleri gen bozukluğuna neden olabilir. Vitamin B6 düzeyini düşürebilir. Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
26,E 150d,Amonyum sülfit karamel,Renklendirici,Kahverengi renklendirici,"Düşük bebek ağırlığı. Bazı tipleri gen bozukluğuna neden olabilir. Vitamin B6 düzeyini düşürebilir. Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",Alerjen gıda
